Aula F68 RGB Bluetooth (Tri Mode) Green Mechanical Gaming Keyboard	7,500
NZXT Function MiniTKL RGB Black Wired Mechanical Gaming Keyboard (US English ANSI) #KB-175US-BR	9,700
NZXT Function MiniTKL RGB White Wired Mechanical Gaming Keyboard (US English ANSI) #KB-175US-WR	9,700
Fantech MAXFIT67 MK858 Space Edition Bluetooth White RGB Gaming Keyboard	10,000
NZXT Function Tenkeyless RGB Black Wired Mechanical Gaming Keyboard (US English ANSI) #KB-1TKUS-BR	10,500
NZXT Function Tenkeyless RGB White Wired Mechanical Gaming Keyboard (US English ANSI) #KB-1TKUS-WR	10,500
Logitech Pro Wired (GX Blue Clicky Switch) Mechanical RGB Backlit Gaming Keyboard #920-009396	10,900
Asus ROG Strix Scope NX TKL X806 RGB (NX Red Switch) Moonlight White Wired Mechanical Gaming Keyboard	12,300
Thermaltake TT Premium X1 RGB Cherry MX Silver Wired Gaming Mechanical Black Keyboard #KB-TPX-SSBRUS-01	12,500
NZXT Function RGB Black Wired Mechanical Gaming Keyboard (US English ANSI) #KB-1FSUS-BR	12,500
NZXT Function RGB White Wired Mechanical Gaming Keyboard (US English ANSI) #KB-1FSUS-WR	12,500
Thermaltake TT Premium X1 RGB Cherry MX Blue Wired Gaming Mechanical Black Keyboard #KB-TPX-BLBRUS-01	12,975
Corsair Champion Series K70 RGB TKL Wired Gaming Keyboard #CH-9119014-NA	13,200
Corsair K65 PRO MINI RGB Wired Optical-Mechanical Black Gaming Keyboard #CH-91A401A-NA	13,500
Thermaltake Level 20 RGB Cherry MX Blue Wired Gaming Mechanical Black Keyboard #KB-LVT-BLBRUS-01	14,300
Thermaltake Level 20 RGB Razer Green Wired Gaming Mechanical Black Keyboard #KB-LVT-RGBRUS-01	14,300
Corsair K70 RGB MK.2 Wired Mechanical (CHERRY MX Low Profile Red Switch) RGB Backlight Gaming Keyboard #CH-9109017-NA	14,800
Corsair K70 RGB MK.2 RAPIDFIRE Wired Mechanical RGB Backlight Gaming Keyboard #CH-9109018-NA	14,950
Thermaltake Level 20 RGB Cherry MX Blue Wired Gaming Keyboard #KB-LVT-BLSRUS-01	15,000
Thermaltake Level 20 RGB Cherry MX Speed Silver Wired Gaming Mechanical Space Gray Keyboard #KB-LVT-SSSRUS-01	15,400
Corsair K70 PRO RGB Wired (OPX Switch) Black Mechanical Gaming Keyboard #CH-910941A-NA	16,200
Corsair K95 RGB Platinum Mechanical USB Gunmetal Gaming Keyboard #CH-9127114-NA	17,000
Asus ROG Strix Flare II Animate XA07 RGB (Red Switch) Wired Gunmetal Mechanical Gaming Keyboard	22,400
Corsair K100 RGB Wired Black RGB Backlight Gaming Keyboard #CH-912A01A-NA	23,800
